System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_STEPHEN_STEFAN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_STEPHEN_STEVEN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_STEVEN_STEFAN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_ShortNames_AL_ED_WorksButNoMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SmallInput_CARK_Kl_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SurnameCornerCase_Nulls_NoMatch",1,2,20,15,307.67,0.03,0,1,2,3,0,3,3.94,0,0,0,0,11,0,0,0,0,78.14,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_AUERBACH_UHRBACH_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_COOPERFLYNN_SUPERLYN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_HAILEY_HALLEY_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_LEWINSKY_LEVINSKI_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_LIPSHITZ_LIPPSZYC_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_MOSKOWITZ_MOSKOVITZ_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_OSULLIVAN_OSUILLEABHAIN_SuccessfulMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_PRZEMYSL_PSHEMESHIL_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_ROSOCHOWACIEC_ROSOKHOVATSETS_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surname_SZLAMAWICZ_SHLAMOVITZ_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SurnamesCornerCase_MURPHY_NoSpace_NoMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SurnamesCornerCase_MURPHY_Space_NoMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Surnames_MURPHY_LYNCH_NoMatchExpected",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_TOMASZ_TOM_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_ZACH_ZAKARIA_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language.bm","PhoneticEngineRegressionTest","testCompatibilityWithOriginalVersion",1,10,86,33,4715.41,0.14,3,2,2,11,0,2,10.87,0,0,0,1,36,0,8,0,0,433.82,50
"No System Name","org.apache.commons.codec.digest","DigestUtilsTest","testConstructable",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec","CharEncodingTest","testConstructor",1,2,11,10,109.62,0.01,1,1,0,3,0,2,3.00,0,0,0,0,7,0,0,0,0,36.54,4
"No System Name","org.apache.commons.codec.binary","StringUtilsTest","testConstructor",1,2,11,10,109.62,0.01,1,1,0,3,0,2,3.00,0,0,0,0,7,0,0,0,0,36.54,4
"No System Name","org.apache.commons.codec.digest","HmacUtilsTest","testConstructor",1,2,13,11,134.92,0.01,1,1,1,3,0,2,3.00,0,0,0,0,8,0,0,0,0,44.97,5
"No System Name","org.apache.commons.codec.net","UtilsTest","testConstructor",1,2,11,10,109.62,0.01,1,1,0,3,0,2,3.00,0,0,0,0,7,0,0,0,0,36.54,4
"No System Name","org.apache.commons.codec","DecoderExceptionTest","testConstructor0",1,4,29,17,800.12,0.04,1,3,1,5,0,2,6.75,0,0,0,1,17,0,2,0,0,118.54,12
"No System Name","org.apache.commons.codec","EncoderExceptionTest","testConstructor0",1,4,29,17,800.12,0.04,1,3,1,5,0,2,6.75,0,0,0,1,17,0,2,0,0,118.54,12
"No System Name","org.apache.commons.codec","DecoderExceptionTest","testConstructorString",1,4,31,19,829.62,0.04,1,3,2,5,0,2,6.30,0,0,0,1,17,0,4,0,0,131.69,14
"No System Name","org.apache.commons.codec","EncoderExceptionTest","testConstructorString",1,4,31,19,829.62,0.04,1,3,2,5,0,2,6.30,0,0,0,1,17,0,4,0,0,131.69,14
